 ****************** Start WS v. 1.61 at 2014-10-14 09:05:28 ******************
 
 Wiggler A at APS
 energy   7.000 GeV   current 100.0 mA
 period   8.500  cm   N        28.0      Kx      0.000      Ky      8.740
 emin    1000.0  eV   emax 100000.0 eV   ne       2000
 d       30.000   m   xpc     0.000 mm   ypc     0.000 mm
 xps      2.000  mm   yps     2.000 mm   nxp        10      nyp        10
 
 b0       1.101   T   ec0    35.884  keV
 e1      139.67  eV   l1     88.767  A
 ptot    8947.6   W   pd       89.1  W/mm^2
 
 Flux through   2.000 mm x  2.000 mm pinhole at  0.000 mm,  0.000 mm @ 30.000 m:
 Integrated flux   6.642E+16 ph/s
 Integrated power     262.21 W
 
 Energy(eV)   Flux(ph/s/0.1%bw)    p1      p2      p3      p4
  64936.468   1.552713E+013     0.917   0.000   0.000   0.083
  64985.993   1.551427E+013     0.917   0.000   0.000   0.083
  65035.518   1.550142E+013     0.917   0.000   0.000   0.083
  65085.043   1.548857E+013     0.917   0.000   0.000   0.083
  65134.567   1.547572E+013     0.917   0.000   0.000   0.083
  65184.092   1.546288E+013     0.917   0.000   0.000   0.083
  65233.617   1.545004E+013     0.917   0.000   0.000   0.083
  65283.142   1.543720E+013     0.917   0.000   0.000   0.083
  65332.666   1.542437E+013     0.917   0.000   0.000   0.083
  65382.191   1.541153E+013     0.917   0.000   0.000   0.083
  65431.716   1.539871E+013     0.917   0.000   0.000   0.083
  65481.241   1.538588E+013     0.917   0.000   0.000   0.083
  65530.765   1.537306E+013     0.917   0.000   0.000   0.083
  65580.290   1.536025E+013     0.917   0.000   0.000   0.083
  65629.815   1.534744E+013     0.917   0.000   0.000   0.083
  65679.340   1.533463E+013     0.917   0.000   0.000   0.083
  65728.864   1.532182E+013     0.917   0.000   0.000   0.083
  65778.389   1.530902E+013     0.917   0.000   0.000   0.083
  65827.914   1.529622E+013     0.917   0.000   0.000   0.083
  65877.439   1.528343E+013     0.917   0.000   0.000   0.083
  65926.963   1.527063E+013     0.917   0.000   0.000   0.083
  65976.488   1.525785E+013     0.917   0.000   0.000   0.083
  66026.013   1.524506E+013     0.917   0.000   0.000   0.083
  66075.538   1.523228E+013     0.917   0.000   0.000   0.083
  66125.063   1.521951E+013     0.917   0.000   0.000   0.083
  66174.587   1.520673E+013     0.917   0.000   0.000   0.083
  66224.112   1.519397E+013     0.917   0.000   0.000   0.083
  66273.637   1.518120E+013     0.917   0.000   0.000   0.083
  66323.162   1.516844E+013     0.917   0.000   0.000   0.083
  66372.686   1.515568E+013     0.917   0.000   0.000   0.083
  66422.211   1.514293E+013     0.917   0.000   0.000   0.083
  66471.736   1.513018E+013     0.917   0.000   0.000   0.083
  66521.261   1.511743E+013     0.917   0.000   0.000   0.083
  66570.785   1.510469E+013     0.917   0.000   0.000   0.083
  66620.310   1.509195E+013     0.917   0.000   0.000   0.083
  66669.835   1.507922E+013     0.917   0.000   0.000   0.083
  66719.360   1.506649E+013     0.917   0.000   0.000   0.083
  66768.884   1.505377E+013     0.917   0.000   0.000   0.083
  66818.409   1.504104E+013     0.917   0.000   0.000   0.083
  66867.934   1.502833E+013     0.917   0.000   0.000   0.083
  66917.459   1.501561E+013     0.917   0.000   0.000   0.083
  66966.983   1.500290E+013     0.917   0.000   0.000   0.083
  67016.508   1.499020E+013     0.917   0.000   0.000   0.083
  67066.033   1.497750E+013     0.917   0.000   0.000   0.083
  67115.558   1.496480E+013     0.917   0.000   0.000   0.083
  67165.083   1.495210E+013     0.917   0.000   0.000   0.083
  67214.607   1.493942E+013     0.917   0.000   0.000   0.083
  67264.132   1.492673E+013     0.917   0.000   0.000   0.083
  67313.657   1.491405E+013     0.917   0.000   0.000   0.083
  67363.182   1.490137E+013     0.917   0.000   0.000   0.083
  67412.706   1.488870E+013     0.917   0.000   0.000   0.083
  67462.231   1.487603E+013     0.917   0.000   0.000   0.083
  67511.756   1.486337E+013     0.917   0.000   0.000   0.083
  67561.281   1.485071E+013     0.917   0.000   0.000   0.083
  67610.805   1.483805E+013     0.917   0.000   0.000   0.083
  67660.330   1.482540E+013     0.917   0.000   0.000   0.083
  67709.855   1.481276E+013     0.917   0.000   0.000   0.083
  67759.380   1.480011E+013     0.917   0.000   0.000   0.083
  67808.904   1.478747E+013     0.917   0.000   0.000   0.083
  67858.429   1.477484E+013     0.917   0.000   0.000   0.083
  67907.954   1.476221E+013     0.917   0.000   0.000   0.083
  67957.479   1.474959E+013     0.917   0.000   0.000   0.083
  68007.004   1.473697E+013     0.917   0.000   0.000   0.083
  68056.528   1.472435E+013     0.917   0.000   0.000   0.083
  68106.053   1.471174E+013     0.917   0.000   0.000   0.083
  68155.578   1.469913E+013     0.917   0.000   0.000   0.083
  68205.103   1.468653E+013     0.917   0.000   0.000   0.083
  68254.627   1.467393E+013     0.917   0.000   0.000   0.083
  68304.152   1.466134E+013     0.917   0.000   0.000   0.083
  68353.677   1.464875E+013     0.917   0.000   0.000   0.083
  68403.202   1.463616E+013     0.917   0.000   0.000   0.083
  68452.726   1.462358E+013     0.917   0.000   0.000   0.083
  68502.251   1.461101E+013     0.917   0.000   0.000   0.083
  68551.776   1.459844E+013     0.917   0.000   0.000   0.083
  68601.301   1.458587E+013     0.917   0.000   0.000   0.083
  68650.825   1.457331E+013     0.917   0.000   0.000   0.083
  68700.350   1.456075E+013     0.917   0.000   0.000   0.083
  68749.875   1.454820E+013     0.917   0.000   0.000   0.083
  68799.400   1.453565E+013     0.917   0.000   0.000   0.083
  68848.924   1.452311E+013     0.917   0.000   0.000   0.083
  68898.449   1.451057E+013     0.917   0.000   0.000   0.083
  68947.974   1.449804E+013     0.917   0.000   0.000   0.083
  68997.499   1.448551E+013     0.917   0.000   0.000   0.083
  69047.024   1.447298E+013     0.917   0.000   0.000   0.083
  69096.548   1.446046E+013     0.917   0.000   0.000   0.083
  69146.073   1.444795E+013     0.917   0.000   0.000   0.083
  69195.598   1.443544E+013     0.917   0.000   0.000   0.083
  69245.123   1.442293E+013     0.917   0.000   0.000   0.083
  69294.647   1.441043E+013     0.917   0.000   0.000   0.083
  69344.172   1.439794E+013     0.917   0.000   0.000   0.083
  69393.697   1.438545E+013     0.917   0.000   0.000   0.083
  69443.222   1.437296E+013     0.917   0.000   0.000   0.083
  69492.746   1.436048E+013     0.917   0.000   0.000   0.083
  69542.271   1.434800E+013     0.917   0.000   0.000   0.083
  69591.796   1.433553E+013     0.917   0.000   0.000   0.083
  69641.321   1.432307E+013     0.917   0.000   0.000   0.083
  69690.845   1.431061E+013     0.917   0.000   0.000   0.083
  69740.370   1.429815E+013     0.917   0.000   0.000   0.083
  69789.895   1.428570E+013     0.917   0.000   0.000   0.083
  69839.420   1.427325E+013     0.917   0.000   0.000   0.083
  69888.944   1.426081E+013     0.917   0.000   0.000   0.083
  69938.469   1.424838E+013     0.917   0.000   0.000   0.083
  69987.994   1.423594E+013     0.917   0.000   0.000   0.083
  70037.519   1.422352E+013     0.917   0.000   0.000   0.083
  70087.044   1.421110E+013     0.917   0.000   0.000   0.083
  70136.568   1.419868E+013     0.917   0.000   0.000   0.083
  70186.093   1.418627E+013     0.917   0.000   0.000   0.083
  70235.618   1.417386E+013     0.917   0.000   0.000   0.083
  70285.143   1.416146E+013     0.917   0.000   0.000   0.083
  70334.667   1.414907E+013     0.917   0.000   0.000   0.083
  70384.192   1.413668E+013     0.917   0.000   0.000   0.083
  70433.717   1.412429E+013     0.917   0.000   0.000   0.083
  70483.242   1.411191E+013     0.917   0.000   0.000   0.083
  70532.766   1.409954E+013     0.917   0.000   0.000   0.083
  70582.291   1.408717E+013     0.917   0.000   0.000   0.083
  70631.816   1.407480E+013     0.917   0.000   0.000   0.083
  70681.341   1.406244E+013     0.917   0.000   0.000   0.083
  70730.865   1.405009E+013     0.917   0.000   0.000   0.083
  70780.390   1.403774E+013     0.917   0.000   0.000   0.083
  70829.915   1.402539E+013     0.917   0.000   0.000   0.083
  70879.440   1.401306E+013     0.917   0.000   0.000   0.083
  70928.964   1.400072E+013     0.917   0.000   0.000   0.083
  70978.489   1.398839E+013     0.917   0.000   0.000   0.083
  71028.014   1.397607E+013     0.917   0.000   0.000   0.083
  71077.539   1.396375E+013     0.917   0.000   0.000   0.083
  71127.064   1.395144E+013     0.917   0.000   0.000   0.083
  71176.588   1.393914E+013     0.917   0.000   0.000   0.083
  71226.113   1.392683E+013     0.917   0.000   0.000   0.083
  71275.638   1.391454E+013     0.917   0.000   0.000   0.083
  71325.163   1.390225E+013     0.917   0.000   0.000   0.083
  71374.687   1.388996E+013     0.917   0.000   0.000   0.083
  71424.212   1.387768E+013     0.917   0.000   0.000   0.083
  71473.737   1.386541E+013     0.917   0.000   0.000   0.083
  71523.262   1.385314E+013     0.917   0.000   0.000   0.083
  71572.786   1.384087E+013     0.917   0.000   0.000   0.083
  71622.311   1.382862E+013     0.917   0.000   0.000   0.083
  71671.836   1.381636E+013     0.917   0.000   0.000   0.083
  71721.361   1.380412E+013     0.917   0.000   0.000   0.083
  71770.885   1.379188E+013     0.917   0.000   0.000   0.083
  71820.410   1.377964E+013     0.917   0.000   0.000   0.083
  71869.935   1.376741E+013     0.917   0.000   0.000   0.083
  71919.460   1.375518E+013     0.917   0.000   0.000   0.083
  71968.984   1.374296E+013     0.917   0.000   0.000   0.083
  72018.509   1.373075E+013     0.917   0.000   0.000   0.083
  72068.034   1.371854E+013     0.917   0.000   0.000   0.083
  72117.559   1.370634E+013     0.917   0.000   0.000   0.083
  72167.084   1.369414E+013     0.917   0.000   0.000   0.083
  72216.608   1.368195E+013     0.917   0.000   0.000   0.083
  72266.133   1.366976E+013     0.917   0.000   0.000   0.083
  72315.658   1.365758E+013     0.917   0.000   0.000   0.083
  72365.183   1.364541E+013     0.917   0.000   0.000   0.083
  72414.707   1.363324E+013     0.917   0.000   0.000   0.083
  72464.232   1.362107E+013     0.917   0.000   0.000   0.083
  72513.757   1.360892E+013     0.917   0.000   0.000   0.083
  72563.282   1.359676E+013     0.917   0.000   0.000   0.083
  72612.806   1.358462E+013     0.917   0.000   0.000   0.083
  72662.331   1.357248E+013     0.917   0.000   0.000   0.083
  72711.856   1.356034E+013     0.917   0.000   0.000   0.083
  72761.381   1.354821E+013     0.917   0.000   0.000   0.083
  72810.905   1.353609E+013     0.917   0.000   0.000   0.083
  72860.430   1.352397E+013     0.917   0.000   0.000   0.083
  72909.955   1.351186E+013     0.917   0.000   0.000   0.083
  72959.480   1.349975E+013     0.917   0.000   0.000   0.083
  73009.005   1.348765E+013     0.917   0.000   0.000   0.083
  73058.529   1.347556E+013     0.917   0.000   0.000   0.083
  73108.054   1.346347E+013     0.917   0.000   0.000   0.083
  73157.579   1.345138E+013     0.917   0.000   0.000   0.083
  73207.104   1.343931E+013     0.917   0.000   0.000   0.083
  73256.628   1.342723E+013     0.917   0.000   0.000   0.083
  73306.153   1.341517E+013     0.917   0.000   0.000   0.083
  73355.678   1.340311E+013     0.917   0.000   0.000   0.083
  73405.203   1.339105E+013     0.917   0.000   0.000   0.083
  73454.727   1.337901E+013     0.917   0.000   0.000   0.083
  73504.252   1.336696E+013     0.917   0.000   0.000   0.083
  73553.777   1.335493E+013     0.917   0.000   0.000   0.083
  73603.302   1.334290E+013     0.917   0.000   0.000   0.083
  73652.826   1.333087E+013     0.917   0.000   0.000   0.083
  73702.351   1.331885E+013     0.917   0.000   0.000   0.083
  73751.876   1.330684E+013     0.917   0.000   0.000   0.083
  73801.401   1.329483E+013     0.917   0.000   0.000   0.083
  73850.925   1.328283E+013     0.917   0.000   0.000   0.083
  73900.450   1.327084E+013     0.917   0.000   0.000   0.083
  73949.975   1.325885E+013     0.917   0.000   0.000   0.083
  73999.500   1.324687E+013     0.917   0.000   0.000   0.083
  74049.025   1.323489E+013     0.917   0.000   0.000   0.083
  74098.549   1.322292E+013     0.917   0.000   0.000   0.083
  74148.074   1.321095E+013     0.917   0.000   0.000   0.083
  74197.599   1.319899E+013     0.917   0.000   0.000   0.083
  74247.124   1.318704E+013     0.917   0.000   0.000   0.083
  74296.648   1.317509E+013     0.917   0.000   0.000   0.083
  74346.173   1.316315E+013     0.917   0.000   0.000   0.083
  74395.698   1.315122E+013     0.917   0.000   0.000   0.083
  74445.223   1.313929E+013     0.917   0.000   0.000   0.083
  74494.747   1.312737E+013     0.917   0.000   0.000   0.083
  74544.272   1.311545E+013     0.917   0.000   0.000   0.083
  74593.797   1.310354E+013     0.917   0.000   0.000   0.083
  74643.322   1.309163E+013     0.917   0.000   0.000   0.083
  74692.846   1.307974E+013     0.917   0.000   0.000   0.083
  74742.371   1.306784E+013     0.917   0.000   0.000   0.083
  74791.896   1.305596E+013     0.917   0.000   0.000   0.083
  74841.421   1.304408E+013     0.917   0.000   0.000   0.083
  74890.945   1.303220E+013     0.917   0.000   0.000   0.083
  74940.470   1.302034E+013     0.917   0.000   0.000   0.083
  74989.995   1.300847E+013     0.917   0.000   0.000   0.083
  75039.520   1.299662E+013     0.917   0.000   0.000   0.083
  75089.045   1.298477E+013     0.917   0.000   0.000   0.083
  75138.569   1.297293E+013     0.917   0.000   0.000   0.083
  75188.094   1.296109E+013     0.917   0.000   0.000   0.083
  75237.619   1.294926E+013     0.917   0.000   0.000   0.083
  75287.144   1.293744E+013     0.917   0.000   0.000   0.083
  75336.668   1.292562E+013     0.917   0.000   0.000   0.083
  75386.193   1.291381E+013     0.917   0.000   0.000   0.083
  75435.718   1.290200E+013     0.917   0.000   0.000   0.083
  75485.243   1.289020E+013     0.917   0.000   0.000   0.083
  75534.767   1.287841E+013     0.917   0.000   0.000   0.083
  75584.292   1.286662E+013     0.917   0.000   0.000   0.083
  75633.817   1.285484E+013     0.917   0.000   0.000   0.083
  75683.342   1.284307E+013     0.917   0.000   0.000   0.083
  75732.866   1.283130E+013     0.917   0.000   0.000   0.083
  75782.391   1.281954E+013     0.917   0.000   0.000   0.083
  75831.916   1.280778E+013     0.917   0.000   0.000   0.083
  75881.441   1.279603E+013     0.917   0.000   0.000   0.083
  75930.965   1.278429E+013     0.917   0.000   0.000   0.083
  75980.490   1.277255E+013     0.917   0.000   0.000   0.083
  76030.015   1.276082E+013     0.917   0.000   0.000   0.083
  76079.540   1.274910E+013     0.917   0.000   0.000   0.083
  76129.065   1.273738E+013     0.917   0.000   0.000   0.083
  76178.589   1.272567E+013     0.917   0.000   0.000   0.083
  76228.114   1.271397E+013     0.917   0.000   0.000   0.083
  76277.639   1.270227E+013     0.917   0.000   0.000   0.083
  76327.164   1.269058E+013     0.917   0.000   0.000   0.083
  76376.688   1.267889E+013     0.917   0.000   0.000   0.083
  76426.213   1.266721E+013     0.917   0.000   0.000   0.083
  76475.738   1.265554E+013     0.917   0.000   0.000   0.083
  76525.263   1.264387E+013     0.917   0.000   0.000   0.083
  76574.787   1.263221E+013     0.917   0.000   0.000   0.083
  76624.312   1.262056E+013     0.917   0.000   0.000   0.083
  76673.837   1.260891E+013     0.917   0.000   0.000   0.083
  76723.362   1.259727E+013     0.917   0.000   0.000   0.083
  76772.886   1.258564E+013     0.917   0.000   0.000   0.083
  76822.411   1.257401E+013     0.917   0.000   0.000   0.083
  76871.936   1.256239E+013     0.917   0.000   0.000   0.083
  76921.461   1.255078E+013     0.917   0.000   0.000   0.083
  76970.985   1.253917E+013     0.917   0.000   0.000   0.083
  77020.510   1.252757E+013     0.917   0.000   0.000   0.083
  77070.035   1.251597E+013     0.917   0.000   0.000   0.083
  77119.560   1.250438E+013     0.917   0.000   0.000   0.083
  77169.085   1.249280E+013     0.917   0.000   0.000   0.083
  77218.609   1.248123E+013     0.917   0.000   0.000   0.083
  77268.134   1.246966E+013     0.917   0.000   0.000   0.083
  77317.659   1.245810E+013     0.917   0.000   0.000   0.083
  77367.184   1.244654E+013     0.917   0.000   0.000   0.083
  77416.708   1.243499E+013     0.917   0.000   0.000   0.083
  77466.233   1.242345E+013     0.917   0.000   0.000   0.083
  77515.758   1.241191E+013     0.917   0.000   0.000   0.083
  77565.283   1.240038E+013     0.917   0.000   0.000   0.083
  77614.807   1.238886E+013     0.917   0.000   0.000   0.083
  77664.332   1.237734E+013     0.917   0.000   0.000   0.083
  77713.857   1.236583E+013     0.917   0.000   0.000   0.083
  77763.382   1.235433E+013     0.917   0.000   0.000   0.083
  77812.906   1.234283E+013     0.917   0.000   0.000   0.083
  77862.431   1.233134E+013     0.917   0.000   0.000   0.083
  77911.956   1.231986E+013     0.917   0.000   0.000   0.083
  77961.481   1.230838E+013     0.917   0.000   0.000   0.083
  78011.006   1.229691E+013     0.917   0.000   0.000   0.083
  78060.530   1.228545E+013     0.917   0.000   0.000   0.083
  78110.055   1.227399E+013     0.917   0.000   0.000   0.083
  78159.580   1.226254E+013     0.917   0.000   0.000   0.083
  78209.105   1.225110E+013     0.917   0.000   0.000   0.083
  78258.629   1.223966E+013     0.917   0.000   0.000   0.083
  78308.154   1.222823E+013     0.917   0.000   0.000   0.083
  78357.679   1.221681E+013     0.917   0.000   0.000   0.083
  78407.204   1.220539E+013     0.917   0.000   0.000   0.083
  78456.728   1.219398E+013     0.917   0.000   0.000   0.083
  78506.253   1.218258E+013     0.917   0.000   0.000   0.083
  78555.778   1.217118E+013     0.917   0.000   0.000   0.083
  78605.303   1.215979E+013     0.917   0.000   0.000   0.083
  78654.827   1.214841E+013     0.917   0.000   0.000   0.083
  78704.352   1.213704E+013     0.917   0.000   0.000   0.083
  78753.877   1.212567E+013     0.917   0.000   0.000   0.083
  78803.402   1.211430E+013     0.917   0.000   0.000   0.083
  78852.926   1.210295E+013     0.917   0.000   0.000   0.083
  78902.451   1.209160E+013     0.917   0.000   0.000   0.083
  78951.976   1.208025E+013     0.917   0.000   0.000   0.083
  79001.501   1.206892E+013     0.917   0.000   0.000   0.083
  79051.026   1.205759E+013     0.917   0.000   0.000   0.083
  79100.550   1.204627E+013     0.917   0.000   0.000   0.083
  79150.075   1.203495E+013     0.917   0.000   0.000   0.083
  79199.600   1.202364E+013     0.917   0.000   0.000   0.083
  79249.125   1.201234E+013     0.917   0.000   0.000   0.083
  79298.649   1.200105E+013     0.917   0.000   0.000   0.083
  79348.174   1.198976E+013     0.917   0.000   0.000   0.083
  79397.699   1.197848E+013     0.917   0.000   0.000   0.083
  79447.224   1.196720E+013     0.917   0.000   0.000   0.083
  79496.748   1.195593E+013     0.917   0.000   0.000   0.083
  79546.273   1.194467E+013     0.917   0.000   0.000   0.083
  79595.798   1.193342E+013     0.917   0.000   0.000   0.083
  79645.323   1.192217E+013     0.917   0.000   0.000   0.083
  79694.847   1.191093E+013     0.917   0.000   0.000   0.083
  79744.372   1.189969E+013     0.917   0.000   0.000   0.083
  79793.897   1.188847E+013     0.917   0.000   0.000   0.083
  79843.422   1.187725E+013     0.917   0.000   0.000   0.083
  79892.946   1.186603E+013     0.917   0.000   0.000   0.083
  79942.471   1.185483E+013     0.917   0.000   0.000   0.083
  79991.996   1.184363E+013     0.917   0.000   0.000   0.083
  80041.521   1.183244E+013     0.917   0.000   0.000   0.083
  80091.046   1.182125E+013     0.917   0.000   0.000   0.083
  80140.570   1.181007E+013     0.917   0.000   0.000   0.083
  80190.095   1.179890E+013     0.917   0.000   0.000   0.083
  80239.620   1.178773E+013     0.917   0.000   0.000   0.083
  80289.145   1.177658E+013     0.917   0.000   0.000   0.083
  80338.669   1.176542E+013     0.917   0.000   0.000   0.083
  80388.194   1.175428E+013     0.917   0.000   0.000   0.083
  80437.719   1.174314E+013     0.917   0.000   0.000   0.083
  80487.244   1.173201E+013     0.917   0.000   0.000   0.083
  80536.768   1.172089E+013     0.917   0.000   0.000   0.083
  80586.293   1.170977E+013     0.917   0.000   0.000   0.083
  80635.818   1.169866E+013     0.917   0.000   0.000   0.083
  80685.343   1.168756E+013     0.917   0.000   0.000   0.083
  80734.867   1.167646E+013     0.917   0.000   0.000   0.083
  80784.392   1.166537E+013     0.917   0.000   0.000   0.083
  80833.917   1.165429E+013     0.918   0.000   0.000   0.082
  80883.442   1.164322E+013     0.918   0.000   0.000   0.082
  80932.966   1.163215E+013     0.918   0.000   0.000   0.082
  80982.491   1.162109E+013     0.918   0.000   0.000   0.082
  81032.016   1.161003E+013     0.918   0.000   0.000   0.082
  81081.541   1.159899E+013     0.918   0.000   0.000   0.082
  81131.066   1.158795E+013     0.918   0.000   0.000   0.082
  81180.590   1.157691E+013     0.918   0.000   0.000   0.082
  81230.115   1.156589E+013     0.918   0.000   0.000   0.082
  81279.640   1.155487E+013     0.918   0.000   0.000   0.082
  81329.165   1.154386E+013     0.918   0.000   0.000   0.082
  81378.689   1.153285E+013     0.918   0.000   0.000   0.082
  81428.214   1.152185E+013     0.918   0.000   0.000   0.082
  81477.739   1.151086E+013     0.918   0.000   0.000   0.082
  81527.264   1.149988E+013     0.918   0.000   0.000   0.082
  81576.788   1.148890E+013     0.918   0.000   0.000   0.082
  81626.313   1.147793E+013     0.918   0.000   0.000   0.082
  81675.838   1.146697E+013     0.918   0.000   0.000   0.082
  81725.363   1.145601E+013     0.918   0.000   0.000   0.082
  81774.887   1.144506E+013     0.918   0.000   0.000   0.082
  81824.412   1.143412E+013     0.918   0.000   0.000   0.082
  81873.937   1.142318E+013     0.918   0.000   0.000   0.082
  81923.462   1.141226E+013     0.918   0.000   0.000   0.082
  81972.986   1.140134E+013     0.918   0.000   0.000   0.082
  82022.511   1.139042E+013     0.918   0.000   0.000   0.082
  82072.036   1.137952E+013     0.918   0.000   0.000   0.082
  82121.561   1.136862E+013     0.918   0.000   0.000   0.082
  82171.086   1.135772E+013     0.918   0.000   0.000   0.082
  82220.610   1.134684E+013     0.918   0.000   0.000   0.082
  82270.135   1.133596E+013     0.918   0.000   0.000   0.082
  82319.660   1.132509E+013     0.918   0.000   0.000   0.082
  82369.185   1.131422E+013     0.918   0.000   0.000   0.082
  82418.709   1.130337E+013     0.918   0.000   0.000   0.082
  82468.234   1.129252E+013     0.918   0.000   0.000   0.082
  82517.759   1.128167E+013     0.918   0.000   0.000   0.082
  82567.284   1.127084E+013     0.918   0.000   0.000   0.082
  82616.808   1.126001E+013     0.918   0.000   0.000   0.082
  82666.333   1.124919E+013     0.918   0.000   0.000   0.082
  82715.858   1.123837E+013     0.918   0.000   0.000   0.082
  82765.383   1.122756E+013     0.918   0.000   0.000   0.082
  82814.907   1.121676E+013     0.918   0.000   0.000   0.082
  82864.432   1.120597E+013     0.918   0.000   0.000   0.082
  82913.957   1.119518E+013     0.918   0.000   0.000   0.082
  82963.482   1.118440E+013     0.918   0.000   0.000   0.082
  83013.007   1.117363E+013     0.918   0.000   0.000   0.082
  83062.531   1.116287E+013     0.918   0.000   0.000   0.082
  83112.056   1.115211E+013     0.918   0.000   0.000   0.082
  83161.581   1.114136E+013     0.918   0.000   0.000   0.082
  83211.106   1.113062E+013     0.918   0.000   0.000   0.082
  83260.630   1.111988E+013     0.918   0.000   0.000   0.082
  83310.155   1.110915E+013     0.918   0.000   0.000   0.082
  83359.680   1.109843E+013     0.918   0.000   0.000   0.082
  83409.205   1.108771E+013     0.918   0.000   0.000   0.082
  83458.729   1.107701E+013     0.918   0.000   0.000   0.082
  83508.254   1.106631E+013     0.918   0.000   0.000   0.082
  83557.779   1.105561E+013     0.918   0.000   0.000   0.082
  83607.304   1.104493E+013     0.918   0.000   0.000   0.082
  83656.828   1.103425E+013     0.918   0.000   0.000   0.082
  83706.353   1.102358E+013     0.918   0.000   0.000   0.082
  83755.878   1.101291E+013     0.918   0.000   0.000   0.082
  83805.403   1.100225E+013     0.918   0.000   0.000   0.082
  83854.927   1.099160E+013     0.918   0.000   0.000   0.082
  83904.452   1.098096E+013     0.918   0.000   0.000   0.082
  83953.977   1.097032E+013     0.918   0.000   0.000   0.082
  84003.502   1.095970E+013     0.918   0.000   0.000   0.082
  84053.027   1.094907E+013     0.918   0.000   0.000   0.082
  84102.551   1.093846E+013     0.918   0.000   0.000   0.082
  84152.076   1.092785E+013     0.918   0.000   0.000   0.082
  84201.601   1.091725E+013     0.918   0.000   0.000   0.082
  84251.126   1.090666E+013     0.918   0.000   0.000   0.082
  84300.650   1.089607E+013     0.918   0.000   0.000   0.082
  84350.175   1.088550E+013     0.918   0.000   0.000   0.082
  84399.700   1.087492E+013     0.918   0.000   0.000   0.082
  84449.225   1.086436E+013     0.918   0.000   0.000   0.082
  84498.749   1.085380E+013     0.918   0.000   0.000   0.082
  84548.274   1.084325E+013     0.918   0.000   0.000   0.082
  84597.799   1.083271E+013     0.918   0.000   0.000   0.082
  84647.324   1.082218E+013     0.918   0.000   0.000   0.082
  84696.848   1.081165E+013     0.918   0.000   0.000   0.082
  84746.373   1.080113E+013     0.918   0.000   0.000   0.082
  84795.898   1.079061E+013     0.918   0.000   0.000   0.082
  84845.423   1.078011E+013     0.918   0.000   0.000   0.082
  84894.947   1.076961E+013     0.918   0.000   0.000   0.082
  84944.472   1.075912E+013     0.918   0.000   0.000   0.082
  84993.997   1.074863E+013     0.918   0.000   0.000   0.082
  85043.522   1.073816E+013     0.918   0.000   0.000   0.082
  85093.047   1.072769E+013     0.918   0.000   0.000   0.082
  85142.571   1.071722E+013     0.918   0.000   0.000   0.082
  85192.096   1.070677E+013     0.918   0.000   0.000   0.082
  85241.621   1.069632E+013     0.918   0.000   0.000   0.082
  85291.146   1.068588E+013     0.918   0.000   0.000   0.082
  85340.670   1.067544E+013     0.918   0.000   0.000   0.082
  85390.195   1.066502E+013     0.918   0.000   0.000   0.082
  85439.720   1.065460E+013     0.918   0.000   0.000   0.082
  85489.245   1.064419E+013     0.918   0.000   0.000   0.082
  85538.769   1.063378E+013     0.918   0.000   0.000   0.082
  85588.294   1.062338E+013     0.918   0.000   0.000   0.082
  85637.819   1.061299E+013     0.918   0.000   0.000   0.082
  85687.344   1.060261E+013     0.918   0.000   0.000   0.082
  85736.868   1.059224E+013     0.918   0.000   0.000   0.082
  85786.393   1.058187E+013     0.918   0.000   0.000   0.082
  85835.918   1.057151E+013     0.918   0.000   0.000   0.082
  85885.443   1.056115E+013     0.918   0.000   0.000   0.082
  85934.967   1.055081E+013     0.918   0.000   0.000   0.082
  85984.492   1.054047E+013     0.918   0.000   0.000   0.082
  86034.017   1.053013E+013     0.918   0.000   0.000   0.082
  86083.542   1.051981E+013     0.918   0.000   0.000   0.082
  86133.067   1.050949E+013     0.918   0.000   0.000   0.082
  86182.591   1.049918E+013     0.918   0.000   0.000   0.082
  86232.116   1.048888E+013     0.918   0.000   0.000   0.082
  86281.641   1.047858E+013     0.918   0.000   0.000   0.082
  86331.166   1.046830E+013     0.918   0.000   0.000   0.082
  86380.690   1.045801E+013     0.918   0.000   0.000   0.082
  86430.215   1.044774E+013     0.918   0.000   0.000   0.082
  86479.740   1.043747E+013     0.918   0.000   0.000   0.082
  86529.265   1.042722E+013     0.918   0.000   0.000   0.082
  86578.789   1.041696E+013     0.918   0.000   0.000   0.082
  86628.314   1.040672E+013     0.918   0.000   0.000   0.082
  86677.839   1.039648E+013     0.918   0.000   0.000   0.082
  86727.364   1.038625E+013     0.918   0.000   0.000   0.082
  86776.888   1.037603E+013     0.918   0.000   0.000   0.082
  86826.413   1.036581E+013     0.918   0.000   0.000   0.082
  86875.938   1.035561E+013     0.918   0.000   0.000   0.082
  86925.463   1.034541E+013     0.918   0.000   0.000   0.082
  86974.987   1.033521E+013     0.918   0.000   0.000   0.082
  87024.512   1.032503E+013     0.918   0.000   0.000   0.082
  87074.037   1.031485E+013     0.918   0.000   0.000   0.082
  87123.562   1.030468E+013     0.918   0.000   0.000   0.082
  87173.087   1.029451E+013     0.918   0.000   0.000   0.082
  87222.611   1.028435E+013     0.918   0.000   0.000   0.082
  87272.136   1.027421E+013     0.918   0.000   0.000   0.082
  87321.661   1.026406E+013     0.918   0.000   0.000   0.082
